0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;34;none;rent;1;skilled employee / official;2;none;no
0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;62;none;rent;1;skilled employee / official;2;none;no
0;no checking account;26;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;44;none;rent;1;skilled employee / official;2;none;no
0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;26;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;26;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;26;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;42;none;rent;1;skilled employee / official;2;none;no
0;no checking account;26;existing credits paid back duly till now;car (new);3577;100 <= ... < 500 DM;1 <= ... < 4 years;1;male : single;guarantor;2;real estate;44;none;rent;1;skilled employee / official;2;none;no
